sep=,
Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Saha, I., Sarma, D., Chakma, R.J., Alam, M.N., Sultana, A., Hossain, S.","57219282669;57202219551;57217280860;57219278957;57219701243;35955923900;","Phishing attacks detection using deep learning approach",2020,"Proceedings of the 3rd International Conference on Smart Systems and Inventive Technology, ICSSIT 2020",,,"9214132","1180","1185",,8,"10.1109/ICSSIT48917.2020.9214132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094866421&doi=10.1109%2fICSSIT48917.2020.9214132&partnerID=40&md5=cd7d0a41fbc3b134fdda29c110c779a6",Conference Paper,"Final","",Scopus,2-s2.0-85094866421
"Obeid, J.S., Davis, M., Turner, M., Meystre, S.M., Heider, P.M., O’Bryan, E.C., Lenert, L.A.","6602152361;57191794027;57218929166;55912123700;57207267919;57208086640;7006182095;","An artificial intelligence approach to COVID-19 infection risk assessment in virtual visits: A case report",2020,"Journal of the American Medical Informatics Association","27","8",,"1321","1325",,14,"10.1093/jamia/ocaa105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090816515&doi=10.1093%2fjamia%2focaa105&partnerID=40&md5=95bab48637ec9a161866354144532cf4",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85090816515
"Abdulaal, A., Patel, A., Charani, E., Denny, S., Mughal, N., Moore, L.","57211399746;57217588005;57208140595;56763823900;57201978337;54906028100;","Prognostic modeling of COVID-19 using artificial intelligence in the United Kingdom: Model development and validation",2020,"Journal of Medical Internet Research","22","8","20259","","",,28,"10.2196/20259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090074398&doi=10.2196%2f20259&partnerID=40&md5=8b25706c4e40a7e28d18853ea484d06d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85090074398
"Deng, Q.","56513200600;","Dynamics and development of the COVID-19 epidemic in the United States: A compartmental model enhanced with deep learning techniques",2020,"Journal of Medical Internet Research","22","8","21173","","",,3,"10.2196/21173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089799466&doi=10.2196%2f21173&partnerID=40&md5=ce80f18f480f4c52fefdc5dcba899e71",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85089799466
"Martínez-Álvarez, F., Asencio-Cortés, G., Torres, J.F., Gutiérrez-Avilés, D., Melgar-García, L., Pérez-Chacón, R., Rubio-Escudero, C., Riquelme, J.C., Troncoso, A.","22035530600;38460962400;57191281012;54389076600;57216289749;57188872180;14034484600;57219716128;23475711600;","Coronavirus Optimization Algorithm: A Bioinspired Metaheuristic Based on the COVID-19 Propagation Model",2020,"Big Data","8","4",,"308","322",,35,"10.1089/big.2020.0051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089754238&doi=10.1089%2fbig.2020.0051&partnerID=40&md5=f059df70c00b3617faaaa46240fd8c94",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85089754238
"Agbehadji, I.E., Awuzie, B.O., Ngowi, A.B., Millham, R.C.","57190819220;56486094500;57453733200;6507995651;","Review of big data analytics, artificial intelligence and nature-inspired computing models towards accurate detection of COVID-19 pandemic cases and contact tracing",2020,"International Journal of Environmental Research and Public Health","17","15","5330","1","16",,57,"10.3390/ijerph17155330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088810709&doi=10.3390%2fijerph17155330&partnerID=40&md5=77eab0b475b758aee9a832c75de81293",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85088810709
"Fong, S.J., Li, G., Dey, N., Crespo, R.G., Herrera-Viedma, E.","7102256353;57216704016;55356190900;57221209077;7004240703;","Composite Monte Carlo decision making under high uncertainty of novel coronavirus epidemic using hybridized deep learning and fuzzy rule induction",2020,"Applied Soft Computing Journal","93",,"106282","","",,81,"10.1016/j.asoc.2020.106282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084332073&doi=10.1016%2fj.asoc.2020.106282&partnerID=40&md5=cc4fb3c4efa08aee3342f0b3ab928bdf",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85084332073
"Raamkumar, A.S., Tan, S.G., Wee, H.L.","56613374900;57216912928;8890187300;","Use of health belief model–based deep learning classifiers for COVID-19 social media content to examine public perceptions of physical distancing: Model development and case study",2020,"JMIR Public Health and Surveillance","6","3","e20493","","",,23,"10.2196/20493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094975078&doi=10.2196%2f20493&partnerID=40&md5=236d9af699a2e196604be22250bb5d39",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85094975078
"Shafqat, W., Byun, Y.-C.","57203760538;8897891700;","Enabling 'untact' culture via online product recommendations: An optimized graph-CNN based approach",2020,"Applied Sciences (Switzerland)","10","16","5445","","",,7,"10.3390/APP10165445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089735747&doi=10.3390%2fAPP10165445&partnerID=40&md5=791d82f951c99a316565e292c956003c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85089735747
"Khan, M.A., Abbas, S., Khan, K.M., Ghamdi, M.A.A., Rehman, A.","57215096761;57202833192;56150453100;57214281034;57216196362;","Intelligent forecasting model of covid-19 novel coronavirus outbreak empowered with deep extreme learning machine",2020,"Computers, Materials and Continua","64","3",,"1329","1342",,20,"10.32604/cmc.2020.011155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090826508&doi=10.32604%2fcmc.2020.011155&partnerID=40&md5=c6cfa2c58849c6a04902876d4e05d1dc",Article,"Final","",Scopus,2-s2.0-85090826508
"Sstla, V., Kolli, V.K.K., Voggu, L.K., Bhavanam, R., Vallabhasoyula, S.","55903646700;36086160000;57218898905;57218893162;57218899388;","Predictive model for network intrusion detection system using deep learning",2020,"Revue d'Intelligence Artificielle","34","3",,"323","330",,6,"10.18280/ria.340310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090641306&doi=10.18280%2fria.340310&partnerID=40&md5=9a507ea9c350b583da77e2ed053b8fe2",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85090641306
"Ksantini, M., Kadri, N., Ellouze, A., Turki, S.H.","12804779100;57221015191;36166488500;55010147300;","Artificial Intelligence Prediction x41gorithms for Future Evolution of COVID-19 Cases",2020,"Ingenierie des Systemes d'Information","25","3",,"319","325",,2,"10.18280/isi.250305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089165005&doi=10.18280%2fisi.250305&partnerID=40&md5=c94593ac78f1ef2b944a43f5704fc103",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85089165005
"Chatterjee, A., Gerdes, M.W., Martinez, S.G.","57213142750;24398951300;55804594700;","Statistical explorations and univariate timeseries analysis on covid-19 datasets to understand the trend of disease spreading and death",2020,"Sensors (Switzerland)","20","11","3089","","",,32,"10.3390/s20113089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085909565&doi=10.3390%2fs20113089&partnerID=40&md5=95892e1bbfb164b3b3101d356d6e631a",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85085909565
"Chimmula, V.K.R., Zhang, L.","57216764177;56715635800;","Time series forecasting of COVID-19 transmission in Canada using LSTM networks",2020,"Chaos, Solitons and Fractals","135",,"109864","","",,275,"10.1016/j.chaos.2020.109864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084527279&doi=10.1016%2fj.chaos.2020.109864&partnerID=40&md5=b753dd6be700b4477c422afb4f441af2",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85084527279
"Ayyoubzadeh, S.M., Ayyoubzadeh, S.M., Zahedi, H., Ahmadi, M., Niakan Kalhori, S.R.","55068910700;57324526500;35146979700;57224876597;36495265100;","Predicting COVID-19 incidence through analysis of Google trends data in Iran: Data mining and deep learning pilot study",2020,"JMIR Public Health and Surveillance","6","2","e18828","","",,131,"10.2196/18828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097851412&doi=10.2196%2f18828&partnerID=40&md5=16b33459479cee306d0fe1c1f2cedcd2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85097851412
"Heni, B.","55334751500;","COVID-19, Bacille Calmette-Guerin (BCG) and tuberculosis: Cases and recovery previsions with deep learning sequence prediction",2020,"Ingenierie des Systemes d'Information","25","2",,"165","172",,4,"10.18280/isi.250203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087276999&doi=10.18280%2fisi.250203&partnerID=40&md5=29ee3bdbe50e3beecb06da92f6b5b06e",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85087276999
"Ting, D.S.W., Carin, L., Dzau, V., Wong, T.Y.","37010354600;7004561693;57217784557;7403147159;","Digital technology and COVID-19",2020,"Nature Medicine","26","4",,"459","461",,486,"10.1038/s41591-020-0824-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082412040&doi=10.1038%2fs41591-020-0824-5&partnerID=40&md5=e92edac1bf1c8eee404f752b0cb1c03e",Note,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85082412040
"Ghazaly, N.M., Abdel-Fattah, M.A., Abd El-Aziz, A.A.","55175671700;57213419949;57221743905;","Novel coronavirus forecasting model using nonlinear autoregressive artificial neural network",2020,"International Journal of Advanced Science and Technology","29","5 Special Issue",,"1831","1849",,12,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083991889&partnerID=40&md5=ba3dd0d1f0670ebc31c474c40fe572e9",Article,"Final","",Scopus,2-s2.0-85083991889
"Xu, L., Liu, S., Yan, Y., Zhang, W.","55660493400;57215935240;7404585649;37100689400;","EUV Wave Detection and Characterization Using Deep Learning",2020,"Solar Physics","295","3","44","","",,,"10.1007/s11207-020-01612-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082421013&doi=10.1007%2fs11207-020-01612-4&partnerID=40&md5=ddffbb8ad6baefd845c286f89c69b4d8",Article,"Final","",Scopus,2-s2.0-85082421013
[No author name available],[No author id available],"CODS-COMAD 2021 - Proceedings of the 3rd ACM India Joint International Conference on Data Science and Management of Data, 8th ACM IKDD CODS and 26th COMAD",2020,"ACM International Conference Proceeding Series",,,,"","",461,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123043179&partnerID=40&md5=e8281e5faecae59e220eba0051c4c9d8",Conference Review,"Final","",Scopus,2-s2.0-85123043179
"Raj, T.V.","57224617406;","Cikm analyticup 2020: Covid-19 retweet prediction with personalized attention",2020,"CEUR Workshop Proceedings","2881",,,"1","4",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108030808&partnerID=40&md5=392b2f3668cd04411259c7e6c080dcf3",Conference Paper,"Final","",Scopus,2-s2.0-85108030808
"Piao, G., Huang, W.","57188549978;57193329192;","Regression-enhanced random forests with personalized patching for covid-19 retweet prediction",2020,"CEUR Workshop Proceedings","2881",,,"13","16",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108030466&partnerID=40&md5=57198663d16f653e36911d4f17b1eb07",Conference Paper,"Final","",Scopus,2-s2.0-85108030466
"Nguyen, T.T., Singh, K., Verma, S., Wadhwa, H., Vimal, S., Dheekollu, L., Lui, S.J., Gupta, D., Jin, D.Y., Wei, Z.","57209166159;57221334438;57224617467;57189872560;57224619675;57222367766;57224617182;57195415697;57224619526;57224619834;","Word and graph embeddings for covid-19 retweet prediction",2020,"CEUR Workshop Proceedings","2881",,,"5","8",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108027706&partnerID=40&md5=98728c40f9b0d7bce567abead16a479b",Conference Paper,"Final","",Scopus,2-s2.0-85108027706
"Takehara, D.","57192541711;","Feature extraction for deep neural networks: A case study on the covid-19 retweet prediction challenge",2020,"CEUR Workshop Proceedings","2881",,,"9","12",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108023655&partnerID=40&md5=2fc1819d558c27f0b8c2f37fa69a60cb",Conference Paper,"Final","",Scopus,2-s2.0-85108023655
"Li, Z., Zheng, Y., Xin, J., Zhou, G.","57209663781;57219768175;7102475745;7403685986;","A recurrent neural network and differential equation based spatiotemporal infectious disease model with application to covid-19",2020,"IC3K 2020 - Proceedings of the 12th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management","1",,,"93","103",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107156821&partnerID=40&md5=9e39e58c5ae536d2cba1ff3431eb06ff",Conference Paper,"Final","",Scopus,2-s2.0-85107156821
"Yadav, D., Maheshwari, H., Chandra, U., Sharma, A.","57212495219;57195066982;57210115998;57199494655;","Covid-19 analysis by using machine and deep learning",2020,"Studies in Big Data","80",,,"31","63",,4,"10.1007/978-981-15-8097-0_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106158717&doi=10.1007%2f978-981-15-8097-0_2&partnerID=40&md5=0394bdd0e24a56317d91b42ba242d1bf",Article,"Final","",Scopus,2-s2.0-85106158717
"Widrich, M., Schäfl, B., Pavlovic, M., Ramsauer, H., Gruber, L., Holzleitner, M., Brandstetter, J., Sandve, G.K., Greiff, V., Hochreiter, S., Klambauer, G.","15058351800;57219785765;57210283639;57202054316;57219793685;56891487600;56681989400;14021897700;54997529900;6602873810;6507603426;","Modern hopfield networks and attention for immune repertoire classification",2020,"Advances in Neural Information Processing Systems","2020-December",,,"","",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103049720&partnerID=40&md5=b30c4b41941edbc97ec3c6309d89bc77",Conference Paper,"Final","",Scopus,2-s2.0-85103049720
"Yudistira, N.","57188984613;","COVID-19 Growth Prediction using Multivariate Long Short Term Memory",2020,"IAENG International Journal of Computer Science","47","4",,"1","9",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102398790&partnerID=40&md5=b2a1d27f4f64e13530d2fd26bf52f4ea",Article,"Final","",Scopus,2-s2.0-85102398790
"Ardabili, S.F., Mosavi, A., Ghamisi, P., Ferdinand, F., Varkonyi-Koczy, A.R., Reuter, U., Rabczuk, T., Atkinson, P.M.","57189099323;57191408081;53663404300;24080069300;7004130277;7006635270;56502462200;7201906181;","COVID-19 outbreak prediction with machine learning",2020,"Algorithms","13","10","249","","",,117,"10.3390/a13100249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099545833&doi=10.3390%2fa13100249&partnerID=40&md5=5f6c128a695cf86c2d113fe265e92540",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85099545833
"Mohammad Masum, A.K., Khushbu, S.A., Keya, M., Abujar, S., Hossain, S.A.","57214095206;57220025675;57220043837;57192671206;57197918832;","COVID-19 in Bangladesh: A Deeper Outlook into the Forecast with Prediction of Upcoming per Day Cases Using Time Series",2020,"Procedia Computer Science","178",,,"291","300",,1,"10.1016/j.procs.2020.11.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098569857&doi=10.1016%2fj.procs.2020.11.031&partnerID=40&md5=abf3f2bfa555418ccd096490889d4168",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85098569857
"Shaik, M.A., Verma, D.","57189589334;57211806608;","Deep learning time series to forecast COVID-19 active cases in INDIA: A comparative study",2020,"IOP Conference Series: Materials Science and Engineering","981","2","022041","","",,,"10.1088/1757-899X/981/2/022041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098004883&doi=10.1088%2f1757-899X%2f981%2f2%2f022041&partnerID=40&md5=e590630e3740b47423c9203a8275a8eb",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85098004883
[No author name available],[No author id available],"22nd International Conference on Asia-Pacific Digital Libraries, ICADL 2020",2020,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12504 LNCS",,,"","",422,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097522722&partnerID=40&md5=56e759e314bc4b90fe8791a1117d898a",Conference Review,"Final","",Scopus,2-s2.0-85097522722
"Ketu, S., Mishra, P.K.","57188715260;7203045088;","A hybrid deep learning model for COVID-19 prediction and current status of clinical trials worldwide",2020,"Computers, Materials and Continua","66","2",,"1897","1920",,4,"10.32604/cmc.2020.012423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097172882&doi=10.32604%2fcmc.2020.012423&partnerID=40&md5=046b854cca28d681625e9034331cb413",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85097172882
[No author name available],[No author id available],"21st International Conference on Web Information Systems Engineering, WISE 2020",2020,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12342 LNCS",,,"","",1179,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096546915&partnerID=40&md5=972030fae5d744b0c03017b34224e60c",Conference Review,"Final","",Scopus,2-s2.0-85096546915
[No author name available],[No author id available],"21st International Conference on Web Information Systems Engineering, WISE 2020",2020,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12343 LNCS",,,"","",1179,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096534994&partnerID=40&md5=c9c3b334898ba6cd6dc785b8568bb003",Conference Review,"Final","",Scopus,2-s2.0-85096534994
"Alanazi, S.A., Kamruzzaman, M.M., Alruwaili, M., Alshammari, N., Alqahtani, S.A., Karime, A.","57211018616;57205131811;57189894362;56901409900;14065783400;35173141900;","Measuring and Preventing COVID-19 Using the SIR Model and Machine Learning in Smart Health Care",2020,"Journal of Healthcare Engineering","2020",,"8857346","","",,26,"10.1155/2020/8857346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096348042&doi=10.1155%2f2020%2f8857346&partnerID=40&md5=f50633d8dc2984049573ed3a1948d318",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85096348042
