PMID;Title;Authors;Citation;First Author;Journal/Book;Publication Year;Create Date;PMCID;NIHMS ID;DOI
32526011;HRS/EHRA/APHRS/LAHRS/ACC/AHA worldwide practice update for telehealth and arrhythmia monitoring during and after a pandemic;Varma N, Marrouche NF, Aguinaga L, Albert CM, Arbelo E, Choi JI, Chung MK, Conte G, Dagher L, Epstein LM, Ghanbari H, Han JK, Heidbuchel H, Huang H, Lakkireddy DR, Ngarmukos T, Russo AM, Saad EB, Saenz Morales LC, Sandau KE, Sridhar ARM, Stecker EC, Varosy PD.;Europace. 2021 Feb 5,23(2):313. doi: 10.1093/europace/euaa187.;Varma N;Europace;2021;12-6-2020;PMC7313983;;10.1093/europace/euaa187
34339229;In adults hospitalized with COVID-19, the 5-variable SOARS score predicted in-hospital mortality;Agarwal A, Lang E.;Ann Intern Med. 2021 Aug,174(8):JC95. doi: 10.7326/ACPJ202108170-095. Epub 2021 Aug 3.;Agarwal A;Ann Intern Med;2021;2-8-2021;;;10.7326/ACPJ202108170-095
33894903;A conceptual framework to accelerate the clinical impact of evolving research into long COVID;Kondratiuk AL, Pillay TD, Kon OM, Lalvani A.;Lancet Infect Dis. 2021 Jun,21(6):756-757. doi: 10.1016/S1473-3099(21)00136-5. Epub 2021 Apr 22.;Kondratiuk AL;Lancet Infect Dis;2021;25-4-2021;PMC8062085;;10.1016/S1473-3099(21)00136-5
32330541;Do patients with cancer have a poorer prognosis of COVID-19? An experience in New York City;Miyashita H, Mikami T, Chopra N, Yamada T, Chernyavsky S, Rizk D, Cruz C.;Ann Oncol. 2020 Aug,31(8):1088-1089. doi: 10.1016/j.annonc.2020.04.006. Epub 2020 Apr 21.;Miyashita H;Ann Oncol;2020;25-4-2020;PMC7172785;;10.1016/j.annonc.2020.04.006
33094570;Incidence of mechanical complications following myocardial infarction during the first two months of the COVID-19 pandemic in the Southern Poland region: a multicenter study;Bryndza MA, Litwinowicz R, Bartuś S, Nosal M, Godlewski J, Orzechowska A, Wiśniewski A, Korpak-Wysocka R, Rzeszutko Ł, Kocik P, Matysek J, Klecha A, Wiśniowski Ł, Blicharz J, Maliszewski M, Filip G, Kapelak B, Bartuś K, Legutko J.;Kardiol Pol. 2021 Jan 25,79(1):66-68. doi: 10.33963/KP.15653. Epub 2020 Oct 21.;Bryndza MA;Kardiol Pol;2021;23-10-2020;;;10.33963/KP.15653
32834402;A Review of Multi-Compartment Infectious Disease Models;Tang L, Zhou Y, Wang L, Purkayastha S, Zhang L, He J, Wang F, Song PX.;Int Stat Rev. 2020 Aug,88(2):462-513. doi: 10.1111/insr.12402. Epub 2020 Aug 3.;Tang L;Int Stat Rev;2020;25-8-2020;PMC7436714;;10.1111/insr.12402
32575622;Multiple Ensemble Neural Network Models with Fuzzy Response Aggregation for Predicting COVID-19 Time Series: The Case of Mexico;Melin P, Monica JC, Sanchez D, Castillo O.;Healthcare (Basel). 2020 Jun 19,8(2):181. doi: 10.3390/healthcare8020181.;Melin P;Healthcare (Basel);2020;25-6-2020;PMC7349072;;10.3390/healthcare8020181
33841583;A statistical and deep learning-based daily infected count prediction system for the coronavirus pandemic;Shah V, Shelke A, Parab M, Shah J, Mehendale N.;Evol Intell. 2021 Apr 3:1-11. doi: 10.1007/s12065-021-00600-2. Online ahead of print.;Shah V;Evol Intell;2021;12-4-2021;PMC8019340;;10.1007/s12065-021-00600-2
33454663;THE IMPACT OF THE PANDEMIC LOCKDOWN ON AIR POLLUTION, HEALTH AND ECONOMIC GROWTH: SYSTEM DYNAMICS ANALYSIS;Smiianov VA, Lyulyov OV, Pimonenko TV, Andrushchenko TA, Sova S, Grechkovskaya NV.;Wiad Lek. 2020,73(11):2332-2338.;Smiianov VA;Wiad Lek;2020;17-1-2021;;;
35005676;Identifying Risk of Adverse Outcomes in COVID-19 Patients via Artificial Intelligence-Powered Analysis of 12-Lead Intake Electrocardiogram;Sridhar AR, Chen ZH, Mayfield JJ, Fohner AE, Arvanitis P, Atkinson S, Braunschweig F, Chatterjee NA, Zamponi AF, Johnson G, Joshi SA, Lassen MCH, Poole JE, Rumer C, Skaarup KG, Biering-Sørensen T, Blomstrom-Lundqvist C, Linde CM, Maleckar MM, Boyle PM.;Cardiovasc Digit Health J. 2021 Dec 31. doi: 10.1016/j.cvdhj.2021.12.003. Online ahead of print.;Sridhar AR;Cardiovasc Digit Health J;2021;10-1-2022;PMC8719367;;10.1016/j.cvdhj.2021.12.003
34404838;Deep forest model for diagnosing COVID-19 from routine blood tests;AlJame M, Imtiaz A, Ahmad I, Mohammed A.;Sci Rep. 2021 Aug 17,11(1):16682. doi: 10.1038/s41598-021-95957-w.;AlJame M;Sci Rep;2021;18-8-2021;PMC8371014;;10.1038/s41598-021-95957-w
33454051;Clinically applicable approach for predicting mechanical ventilation in patients with COVID-19;Douville NJ, Douville CB, Mentz G, Mathis MR, Pancaro C, Tremper KK, Engoren M.;Br J Anaesth. 2021 Mar,126(3):578-589. doi: 10.1016/j.bja.2020.11.034. Epub 2020 Dec 4.;Douville NJ;Br J Anaesth;2021;17-1-2021;PMC7833820;;10.1016/j.bja.2020.11.034
34421767;Effects of Coronavirus Fears on Anxiety and Depressive Disorder Symptoms in Clinical and Subclinical Adolescents: The Role of Negative Affect, Intolerance of Uncertainty, and Emotion Regulation Strategies;Sandín B, Espinosa V, Valiente RM, García-Escalera J, Schmitt JC, Arnáez S, Chorot P.;Front Psychol. 2021 Aug 6,12:716528. doi: 10.3389/fpsyg.2021.716528. eCollection 2021.;Sandín B;Front Psychol;2021;23-8-2021;PMC8377156;;10.3389/fpsyg.2021.716528
34967678;If Your Heart Were to Stop: Characterization and Comparison of Code Status Orders in Adult Patients Admitted with COVID-19;Epler K, Lenhan B, O'Callaghan T, Painter N, Troost J, Barrett J, Jacobson E.;J Palliat Med. 2021 Dec 30. doi: 10.1089/jpm.2021.0486. Online ahead of print.;Epler K;J Palliat Med;2021;30-12-2021;;;10.1089/jpm.2021.0486
34764566;SEIAQRDT model for the spread of novel coronavirus (COVID-19): A case study in India;Kumari P, Singh HP, Singh S.;Appl Intell (Dordr). 2021,51(5):2818-2837. doi: 10.1007/s10489-020-01929-4. Epub 2020 Nov 13.;Kumari P;Appl Intell (Dordr);2021;12-11-2021;PMC7662031;;10.1007/s10489-020-01929-4
35177091;The value of ROX index in predicting the outcome of high flow nasal cannula: a systematic review and meta-analysis;Junhai Z, Jing Y, Beibei C, Li L.;Respir Res. 2022 Feb 17,23(1):33. doi: 10.1186/s12931-022-01951-9.;Junhai Z;Respir Res;2022;18-2-2022;PMC8851822;;10.1186/s12931-022-01951-9
34897486;Respiratory antibacterial prescribing in primary care and the COVID-19 pandemic in England, winter season 2020-21;Andrews A, Bou-Antoun S, Guy R, Brown CS, Hopkins S, Gerver S.;J Antimicrob Chemother. 2022 Feb 23,77(3):799-802. doi: 10.1093/jac/dkab443.;Andrews A;J Antimicrob Chemother;2022;13-12-2021;;;10.1093/jac/dkab443
35070634;Predicting Student Performance from Online Engagement Activities Using Novel Statistical Features;Brahim GB.;Arab J Sci Eng. 2022 Jan 17:1-19. doi: 10.1007/s13369-021-06548-w. Online ahead of print.;Brahim GB;Arab J Sci Eng;2022;24-1-2022;PMC8762194;;10.1007/s13369-021-06548-w
34025212;COVID-19 pandemic and unemployment rate: A hybrid unemployment rate prediction approach for developed and developing countries of Asia;Lai H, Khan YA, Thaljaoui A, Chammam W, Abbas SZ.;Soft comput. 2021 May 19:1-16. doi: 10.1007/s00500-021-05871-6. Online ahead of print.;Lai H;Soft comput;2021;24-5-2021;PMC8132284;;10.1007/s00500-021-05871-6
35013630;Risk, uncertainty and ambiguity amid Covid-19: A multi-national analysis of international travel intentions;Williams AM, Chen JL, Li G, Baláž V.;Ann Tour Res. 2022 Jan,92:103346. doi: 10.1016/j.annals.2021.103346. Epub 2021 Dec 24.;Williams AM;Ann Tour Res;2022;11-1-2022;PMC8734289;;10.1016/j.annals.2021.103346
34611371;A review of early COVID-19 research in tourism: Launching the Annals of Tourism Research's Curated Collection on coronavirus and tourism;Yang Y, Zhang CX, Rickly JM.;Ann Tour Res. 2021 Nov,91:103313. doi: 10.1016/j.annals.2021.103313. Epub 2021 Oct 1.;Yang Y;Ann Tour Res;2021;6-10-2021;PMC8484109;;10.1016/j.annals.2021.103313
34387197;Association of Elective Surgical Volume with State Executive Order Curtailing Elective Surgery in Michigan During the COVID-19 Pandemic;Eton RE, Yost ML, Thompson MP, Osborne NH, Nathan H, Englesbe MJ, Brown CS.;Ann Surg. 2021 Aug 13:10.1097/SLA.0000000000005150. doi: 10.1097/SLA.0000000000005150. Online ahead of print.;Eton RE;Ann Surg;2021;13-8-2021;PMC8840988;NIHMS1732042;10.1097/SLA.0000000000005150
34611391;System Inference Via Field Inversion for the Spatio-Temporal Progression of Infectious Diseases: Studies of COVID-19 in Michigan and Mexico;Wang Z, Carrasco-Teja M, Zhang X, Teichert GH, Garikipati K.;Arch Comput Methods Eng. 2021,28(6):4283-4295. doi: 10.1007/s11831-021-09643-1. Epub 2021 Oct 1.;Wang Z;Arch Comput Methods Eng;2021;6-10-2021;PMC8484856;;10.1007/s11831-021-09643-1
34017287;Stress, Coping, and Resilience Before and After COVID-19: A Predictive Model Based on Artificial Intelligence in the University Environment;Morales-Rodríguez FM, Martínez-Ramón JP, Méndez I, Ruiz-Esteban C.;Front Psychol. 2021 May 4,12:647964. doi: 10.3389/fpsyg.2021.647964. eCollection 2021.;Morales-Rodríguez FM;Front Psychol;2021;21-5-2021;PMC8129547;;10.3389/fpsyg.2021.647964
34632536;Integrated medical resource consumption stratification in hospitalized patients: an Auto Triage Management model based on accurate risk, cost and length of stay prediction;Zhong Q, Li Z, Wang W, Zhang L, He K.;Sci China Life Sci. 2021 Oct 8:1-12. doi: 10.1007/s11427-021-1987-5. Online ahead of print.;Zhong Q;Sci China Life Sci;2021;11-10-2021;PMC8502627;;10.1007/s11427-021-1987-5
35095152;A residual driven ensemble machine learning approach for forecasting natural gas prices: analyses for pre-and during-COVID-19 phases;Jana RK, Ghosh I.;Ann Oper Res. 2022 Jan 23:1-22. doi: 10.1007/s10479-021-04492-4. Online ahead of print.;Jana RK;Ann Oper Res;2022;31-1-2022;PMC8783804;;10.1007/s10479-021-04492-4
33178763;Lymphocyte percentage and hemoglobin as a joint parameter for the prediction of severe and nonsevere COVID-19: a preliminary study;Zhang W, Zhang Z, Ye Y, Luo Y, Pan S, Qi H, Yu Z, Qu J.;Ann Transl Med. 2020 Oct,8(19):1231. doi: 10.21037/atm-20-6001.;Zhang W;Ann Transl Med;2020;12-11-2020;PMC7607120;;10.21037/atm-20-6001
33818393;Predicting Intensive Care Transfers and Other Unforeseen Events: Analytic Model Validation Study and Comparison to Existing Methods;Cummings BC, Ansari S, Motyka JR, Wang G, Medlin RP Jr, Kronick SL, Singh K, Park PK, Napolitano LM, Dickson RP, Mathis MR, Sjoding MW, Admon AJ, Blank R, McSparron JI, Ward KR, Gillies CE.;JMIR Med Inform. 2021 Apr 21,9(4):e25066. doi: 10.2196/25066.;Cummings BC;JMIR Med Inform;2021;5-4-2021;PMC8061893;;10.2196/25066
34812214;Carbon price prediction for China's ETS pilots using variational mode decomposition and optimized extreme learning machine;Chai S, Zhang Z, Zhang Z.;Ann Oper Res. 2021 Nov 18:1-22. doi: 10.1007/s10479-021-04392-7. Online ahead of print.;Chai S;Ann Oper Res;2021;23-11-2021;PMC8598933;;10.1007/s10479-021-04392-7
33903782;Emerging stock market volatility and economic fundamentals: the importance of US uncertainty spillovers, financial and health crises;Karanasos M, Yfanti S, Hunter J.;Ann Oper Res. 2021 Apr 21:1-40. doi: 10.1007/s10479-021-04042-y. Online ahead of print.;Karanasos M;Ann Oper Res;2021;27-4-2021;PMC8059431;;10.1007/s10479-021-04042-y
34035554;Perceived COVID-19 health threat increases psychological distress among Black Americans;Cobb RJ, Erving CL, Byrd WC.;Ethn Racial Stud. 2021,44(5):806-818. doi: 10.1080/01419870.2021.1867216. Epub 2021 Feb 3.;Cobb RJ;Ethn Racial Stud;2021;26-5-2021;PMC8143036;NIHMS1681965;10.1080/01419870.2021.1867216
32551812;COVID-19 Across Africa: Epidemiologic Heterogeneity and Necessity of Contextually Relevant Transmission Models and Intervention Strategies;Twahirwa Rwema JO, Diouf D, Phaswana-Mafuya N, Rusatira JC, Manouan A, Uwizeye E, Drame FM, Tamoufe U, Baral SD.;Ann Intern Med. 2020 Nov 3,173(9):752-753. doi: 10.7326/M20-2628. Epub 2020 Jun 18.;Twahirwa Rwema JO;Ann Intern Med;2020;20-6-2020;PMC7384264;;10.7326/M20-2628
34316087;Forecasting mid-price movement of Bitcoin futures using machine learning;Akyildirim E, Cepni O, Corbet S, Uddin GS.;Ann Oper Res. 2021 Jul 22:1-32. doi: 10.1007/s10479-021-04205-x. Online ahead of print.;Akyildirim E;Ann Oper Res;2021;28-7-2021;PMC8296834;;10.1007/s10479-021-04205-x
32395487;Clinical characteristics of Coronavirus Disease 2019 and development of a prediction model for prolonged hospital length of stay;Hong Y, Wu X, Qu J, Gao Y, Chen H, Zhang Z.;Ann Transl Med. 2020 Apr,8(7):443. doi: 10.21037/atm.2020.03.147.;Hong Y;Ann Transl Med;2020;13-5-2020;PMC7210129;;10.21037/atm.2020.03.147
33303462;Comprehensive public health evaluation of lockdown as a non-pharmaceutical intervention on COVID-19 spread in India: national trends masking state-level variations;Salvatore M, Basu D, Ray D, Kleinsasser M, Purkayastha S, Bhattacharyya R, Mukherjee B.;BMJ Open. 2020 Dec 10,10(12):e041778. doi: 10.1136/bmjopen-2020-041778.;Salvatore M;BMJ Open;2020;11-12-2020;PMC7733201;;10.1136/bmjopen-2020-041778
34812361;Safety-Critical Control of Active Interventions for COVID-19 Mitigation;Ames AD, Molnar TG, Singletary AW, Orosz G.;IEEE Access. 2020 Oct 8,8:188454-188474. doi: 10.1109/ACCESS.2020.3029558. eCollection 2020.;Ames AD;IEEE Access;2020;23-11-2021;PMC8545284;;10.1109/ACCESS.2020.3029558
34079096;A global analysis of the impact of COVID-19 stay-at-home restrictions on crime;Nivette AE, Zahnow R, Aguilar R, Ahven A, Amram S, Ariel B, Burbano MJA, Astolfi R, Baier D, Bark HM, Beijers JEH, Bergman M, Breetzke G, Concha-Eastman IA, Curtis-Ham S, Davenport R, Díaz C, Fleitas D, Gerell M, Jang KH, Kääriäinen J, Lappi-Seppälä T, Lim WS, Revilla RL, Mazerolle L, Meško G, Pereda N, Peres MFT, Poblete-Cazenave R, Rose S, Svensson R, Trajtenberg N, van der Lippe T, Veldkamp J, Perdomo CJV, Eisner MP.;Nat Hum Behav. 2021 Jul,5(7):868-877. doi: 10.1038/s41562-021-01139-z. Epub 2021 Jun 2.;Nivette AE;Nat Hum Behav;2021;3-6-2021;PMC8298205;;10.1038/s41562-021-01139-z
33063241;Biased and unbiased estimation of the average length of stay in intensive care units in the Covid-19 pandemic;Lapidus N, Zhou X, Carrat F, Riou B, Zhao Y, Hejblum G.;Ann Intensive Care. 2020 Oct 16,10(1):135. doi: 10.1186/s13613-020-00749-6.;Lapidus N;Ann Intensive Care;2020;16-10-2020;PMC7561433;;10.1186/s13613-020-00749-6
34476402;Machine Learning Prediction of Death in Critically Ill Patients With Coronavirus Disease 2019;Churpek MM, Gupta S, Spicer AB, Hayek SS, Srivastava A, Chan L, Melamed ML, Brenner SK, Radbel J, Madhani-Lovely F, Bhatraju PK, Bansal A, Green A, Goyal N, Shaefi S, Parikh CR, Semler MW, Leaf DE.;Crit Care Explor. 2021 Aug 19,3(8):e0515. doi: 10.1097/CCE.0000000000000515. eCollection 2021 Aug.;Churpek MM;Crit Care Explor;2021;3-9-2021;PMC8378790;;10.1097/CCE.0000000000000515
35002472;Location-aware hazardous litter management for smart emergency governance in urban eco-cyber-physical systems;Peyvandi A, Majidi B, Peyvandi S, Patra JC, Moshiri B.;Multimed Tools Appl. 2022 Jan 3:1-30. doi: 10.1007/s11042-021-11654-w. Online ahead of print.;Peyvandi A;Multimed Tools Appl;2022;10-1-2022;PMC8721641;;10.1007/s11042-021-11654-w
33612843;Perceived Stress, Emotion Regulation and Quality of life During the Covid-19 outbreak: A Multi-Cultural Online Survey;Khodami MA.;Ann Med Psychol (Paris). 2021 Feb 15. doi: 10.1016/j.amp.2021.02.005. Online ahead of print.;Khodami MA;Ann Med Psychol (Paris);2021;22-2-2021;PMC7883744;;10.1016/j.amp.2021.02.005
34314196;Estimating COVID-19‒ Related Mortality in India: An Epidemiological Challenge With Insufficient Data;Zimmermann LV, Salvatore M, Babu GR, Mukherjee B.;Am J Public Health. 2021 Jul,111(S2):S59-S62. doi: 10.2105/AJPH.2021.306419.;Zimmermann LV;Am J Public Health;2021;27-7-2021;PMC8495647;;10.2105/AJPH.2021.306419
33779565;Machine Learning Approach to Predicting COVID-19 Disease Severity Based on Clinical Blood Test Data: Statistical Analysis and Model Development;Aktar S, Ahamad MM, Rashed-Al-Mahfuz M, Azad A, Uddin S, Kamal A, Alyami SA, Lin PI, Islam SMS, Quinn JM, Eapen V, Moni MA.;JMIR Med Inform. 2021 Apr 13,9(4):e25884. doi: 10.2196/25884.;Aktar S;JMIR Med Inform;2021;29-3-2021;PMC8045777;;10.2196/25884
33974459;COVID-19: lessons learnt and priorities in trauma and orthopaedic surgery;Madanipour S, Iranpour F, Goetz T, Khan S.;Ann R Coll Surg Engl. 2021 Jun,103(6):390-394. doi: 10.1308/rcsann.2021.0028. Epub 2021 May 11.;Madanipour S;Ann R Coll Surg Engl;2021;11-5-2021;;;10.1308/rcsann.2021.0028
34528486;The Resurgence of Medical Education in Sociology: A Return to Our Roots and an Agenda for the Future;Jenkins TM, Underman K, Vinson AH, Olsen LD, Hirshfield LE.;J Health Soc Behav. 2021 Sep,62(3):255-270. doi: 10.1177/0022146521996275.;Jenkins TM;J Health Soc Behav;2021;16-9-2021;PMC8446898;;10.1177/0022146521996275
34328420;Trends in Stress Throughout Pregnancy and Postpartum Period During the COVID-19 Pandemic: Longitudinal Study Using Ecological Momentary Assessment and Data From the Postpartum Mothers Mobile Study;Omowale SS, Casas A, Lai YH, Sanders SA, Hill AV, Wallace ML, Rathbun SL, Gary-Webb TL, Burke LE, Davis EM, Mendez DD.;JMIR Ment Health. 2021 Sep 21,8(9):e30422. doi: 10.2196/30422.;Omowale SS;JMIR Ment Health;2021;30-7-2021;PMC8457341;;10.2196/30422
35175784;Head-neck dissection course during COVID-19 pandemic: challenges, adaptations and how we did it;Zubair A, Zhang H, Scholfield DW, Ahmad R, Ahmed J, Ali S, Ghufoor K.;Ann R Coll Surg Engl. 2022 Feb 17. doi: 10.1308/rcsann.2021.0316. Online ahead of print.;Zubair A;Ann R Coll Surg Engl;2022;17-2-2022;;;10.1308/rcsann.2021.0316
33583290;Clinical outcomes of initially asymptomatic patients with COVID-19: a Korean nationwide cohort study;Park HC, Kim DH, Cho A, Kim J, Yun KS, Kim J, Lee YK.;Ann Med. 2021 Dec,53(1):357-364. doi: 10.1080/07853890.2021.1884744.;Park HC;Ann Med;2021;15-2-2021;PMC7889197;;10.1080/07853890.2021.1884744
34127982;Ecological Analysis of the Temporal Trends in the Association of Social Vulnerability and Race/Ethnicity with County-Level COVID-19 Incidence and Outcomes in the United States;Islam SJ, Nayak A, Hu Y, Mehta A, Dieppa K, Almuwaqqat Z, Ko YA, Patel SA, Goyal A, Sullivan S, Lewis TT, Vaccarino V, Morris AA, Quyyumi AA.;medRxiv. 2021 Jun 7:2021.06.04.21258355. doi: 10.1101/2021.06.04.21258355. Preprint.;Islam SJ;medRxiv;2021;15-6-2021;PMC8202439;;10.1101/2021.06.04.21258355
34791422;Digital health and artificial intelligence in kidney research: a report from the 2020 Kidney Disease Clinical Trialists (KDCT) meeting;Yi TW, Laing C, Kretzler M, Nkulikiyinka R, Legrand M, Jardine M, Rossignol P, Smyth B.;Nephrol Dial Transplant. 2021 Nov 13:gfab320. doi: 10.1093/ndt/gfab320. Online ahead of print.;Yi TW;Nephrol Dial Transplant;2021;18-11-2021;;;10.1093/ndt/gfab320
33751264;Soluble receptor for advanced glycation end products (sRAGE) as a biomarker of COVID-19 disease severity and indicator of the need for mechanical ventilation, ARDS and mortality;Lim A, Radujkovic A, Weigand MA, Merle U.;Ann Intensive Care. 2021 Mar 22,11(1):50. doi: 10.1186/s13613-021-00836-2.;Lim A;Ann Intensive Care;2021;22-3-2021;PMC7983090;;10.1186/s13613-021-00836-2
34893634;The epidemic volatility index, a novel early warning tool for identifying new waves in an epidemic;Kostoulas P, Meletis E, Pateras K, Eusebi P, Kostoulas T, Furuya-Kanamori L, Speybroeck N, Denwood M, Doi SAR, Althaus CL, Kirkeby C, Rohani P, Dhand NK, Peñalvo JL, Thabane L, BenMiled S, Sharifi H, Walter SD.;Sci Rep. 2021 Dec 10,11(1):23775. doi: 10.1038/s41598-021-02622-3.;Kostoulas P;Sci Rep;2021;11-12-2021;PMC8664819;;10.1038/s41598-021-02622-3
